n,m,s,r,w,z,independent_groups,dependent_failures,C_t1,C_t4,effective_t4,bytes_equal,syndrome,status
21,2,1,23,8,1,22,3,1361,1361,4,PASS,PASS,PASS
21,2,1,24,8,1,23,3,1420,1420,4,PASS,PASS,PASS
21,2,2,4,8,1,3,4,324,324,3,PASS,PASS,PASS
21,2,2,4,8,2,2,6,340,340,2,PASS,PASS,PASS
21,2,2,5,16,1,4,4,404,404,4,PASS,PASS,PASS
21,2,2,5,16,2,3,6,420,420,3,PASS,PASS,PASS
21,2,2,6,16,1,5,4,484,484,4,PASS,PASS,PASS
21,2,2,6,16,2,4,6,500,500,4,PASS,PASS,PASS
21,2,2,7,16,1,6,4,564,564,4,PASS,PASS,PASS
21,2,2,7,16,2,5,6,580,580,4,PASS,PASS,PASS
21,2,2,8,16,1,7,4,644,644,4,PASS,PASS,PASS
21,2,2,8,16,2,6,6,660,660,4,PASS,PASS,PASS
21,2,2,9,16,1,8,4,724,724,4,PASS,PASS,PASS
21,2,2,9,16,2,7,6,740,740,4,PASS,PASS,PASS
21,2,2,10,16,1,9,4,804,804,4,PASS,PASS,PASS
21,2,2,10,16,2,8,6,820,820,4,PASS,PASS,PASS
21,2,2,11,16,1,10,4,884,884,4,PASS,PASS,PASS
21,2,2,11,16,2,9,6,900,900,4,PASS,PASS,PASS
21,2,2,12,16,1,11,4,964,964,4,PASS,PASS,PASS
21,2,2,12,16,2,10,6,980,980,4,PASS,PASS,PASS
21,2,2,13,16,1,12,4,1044,1044,4,PASS,PASS,PASS
21,2,2,13,16,2,11,6,1060,1060,4,PASS,PASS,PASS
21,2,2,14,16,1,13,4,1124,1124,4,PASS,PASS,PASS
21,2,2,14,16,2,12,6,1140,1140,4,PASS,PASS,PASS
21,2,2,15,16,1,14,4,1204,1204,4,PASS,PASS,PASS
21,2,2,15,16,2,13,6,1220,1220,4,PASS,PASS,PASS
21,2,2,16,16,1,15,4,1284,1284,4,PASS,PASS,PASS
21,2,2,16,16,2,14,6,1300,1300,4,PASS,PASS,PASS
21,2,2,17,32,1,16,4,1364,1364,4,PASS,PASS,PASS
21,2,2,17,32,2,15,6,1380,1380,4,PASS,PASS,PASS
21,2,2,18,32,1,17,4,1444,1444,4,PASS,PASS,PASS
21,2,2,18,32,2,16,6,1460,1460,4,PASS,PASS,PASS
21,2,2,19,32,1,18,4,1524,1524,4,PASS,PASS,PASS
21,2,2,19,32,2,17,6,1540,1540,4,PASS,PASS,PASS
21,2,2,20,32,1,19,4,1604,1604,4,PASS,PASS,PASS
21,2,2,20,32,2,18,6,1620,1620,4,PASS,PASS,PASS
21,2,2,21,32,1,20,4,1684,1684,4,PASS,PASS,PASS
21,2,2,21,32,2,19,6,1700,1700,4,PASS,PASS,PASS
21,2,2,22,32,1,21,4,1764,1764,4,PASS,PASS,PASS
21,2,2,22,32,2,20,6,1780,1780,4,PASS,PASS,PASS
21,2,2,23,32,1,22,4,1844,1844,4,PASS,PASS,PASS
21,2,2,23,32,2,21,6,1860,1860,4,PASS,PASS,PASS
21,2,2,24,32,1,23,4,1924,1924,4,PASS,PASS,PASS
21,2,2,24,32,2,22,6,1940,1940,4,PASS,PASS,PASS
21,2,3,4,32,1,3,5,408,408,3,PASS,PASS,PASS
21,2,3,4,32,2,2,7,426,426,2,PASS,PASS,PASS
21,2,3,4,32,3,1,9,452,452,1,PASS,PASS,PASS
21,2,3,5,32,1,4,5,509,509,4,PASS,PASS,PASS
21,2,3,5,32,2,3,7,527,527,3,PASS,PASS,PASS
21,2,3,5,32,3,2,9,553,553,2,PASS,PASS,PASS
21,2,3,6,32,1,5,5,610,610,4,PASS,PASS,PASS
21,2,3,6,32,2,4,7,628,628,4,PASS,PASS,PASS
21,2,3,6,32,3,3,9,654,654,3,PASS,PASS,PASS
21,2,3,7,32,1,6,5,711,711,4,PASS,PASS,PASS
21,2,3,7,32,2,5,7,729,729,4,PASS,PASS,PASS
21,2,3,7,32,3,4,9,755,755,4,PASS,PASS,PASS
21,2,3,8,32,1,7,5,812,812,4,PASS,PASS,PASS
21,2,3,8,32,2,6,7,830,830,4,PASS,PASS,PASS
21,2,3,8,32,3,5,9,856,856,4,PASS,PASS,PASS
21,2,3,9,32,1,8,5,913,913,4,PASS,PASS,PASS
21,2,3,9,32,2,7,7,931,931,4,PASS,PASS,PASS
21,2,3,9,32,3,6,9,957,957,4,PASS,PASS,PASS
21,2,3,10,32,1,9,5,1014,1014,4,PASS,PASS,PASS
21,2,3,10,32,2,8,7,1032,1032,4,PASS,PASS,PASS
21,2,3,10,32,3,7,9,1058,1058,4,PASS,PASS,PASS
21,2,3,11,32,1,10,5,1115,1115,4,PASS,PASS,PASS
21,2,3,11,32,2,9,7,1133,1133,4,PASS,PASS,PASS
21,2,3,11,32,3,8,9,1159,1159,4,PASS,PASS,PASS
21,2,3,12,32,1,11,5,1216,1216,4,PASS,PASS,PASS
21,2,3,12,32,2,10,7,1234,1234,4,PASS,PASS,PASS
21,2,3,12,32,3,9,9,1260,1260,4,PASS,PASS,PASS
21,2,3,13,32,1,12,5,1317,1317,4,PASS,PASS,PASS
21,2,3,13,32,2,11,7,1335,1335,4,PASS,PASS,PASS
21,2,3,13,32,3,10,9,1361,1361,4,PASS,PASS,PASS
21,2,3,14,32,1,13,5,1418,1418,4,PASS,PASS,PASS
21,2,3,14,32,2,12,7,1436,1436,4,PASS,PASS,PASS
21,2,3,14,32,3,11,9,1462,1462,4,PASS,PASS,PASS
21,2,3,15,32,1,14,5,1519,1519,4,PASS,PASS,PASS
21,2,3,15,32,2,13,7,1537,1537,4,PASS,PASS,PASS
21,2,3,15,32,3,12,9,1563,1563,4,PASS,PASS,PASS
21,2,3,16,32,1,15,5,1620,1620,4,PASS,PASS,PASS
21,2,3,16,32,2,14,7,1638,1638,4,PASS,PASS,PASS
21,2,3,16,32,3,13,9,1664,1664,4,PASS,PASS,PASS
21,2,3,17,32,1,16,5,1721,1721,4,PASS,PASS,PASS
21,2,3,17,32,2,15,7,1739,1739,4,PASS,PASS,PASS
21,2,3,17,32,3,14,9,1765,1765,4,PASS,PASS,PASS
21,2,3,18,32,1,17,5,1822,1822,4,PASS,PASS,PASS
21,2,3,18,32,2,16,7,1840,1840,4,PASS,PASS,PASS
21,2,3,18,32,3,15,9,1866,1866,4,PASS,PASS,PASS
21,2,3,19,32,1,18,5,1923,1923,4,PASS,PASS,PASS
21,2,3,19,32,2,17,7,1941,1941,4,PASS,PASS,PASS
21,2,3,19,32,3,16,9,1967,1967,4,PASS,PASS,PASS
21,2,3,20,32,1,19,5,2024,2024,4,PASS,PASS,PASS
21,2,3,20,32,2,18,7,2042,2042,4,PASS,PASS,PASS
21,2,3,20,32,3,17,9,2068,2068,4,PASS,PASS,PASS
21,2,3,21,32,1,20,5,2125,2125,4,PASS,PASS,PASS
21,2,3,21,32,2,19,7,2143,2143,4,PASS,PASS,PASS
21,2,3,21,32,3,18,9,2169,2169,4,PASS,PASS,PASS
21,2,3,22,32,1,21,5,2226,2226,4,PASS,PASS,PASS
21,2,3,22,32,2,20,7,2244,2244,4,PASS,PASS,PASS
21,2,3,22,32,3,19,9,2270,2270,4,PASS,PASS,PASS
21,2,3,23,32,1,22,5,2327,2327,4,PASS,PASS,PASS
21,2,3,23,32,2,21,7,2345,2345,4,PASS,PASS,PASS
21,2,3,23,32,3,20,9,2371,2371,4,PASS,PASS,PASS
21,2,3,24,32,1,23,5,2428,2428,4,PASS,PASS,PASS
21,2,3,24,32,2,22,7,2446,2446,4,PASS,PASS,PASS
21,2,3,24,32,3,21,9,2472,2472,4,PASS,PASS,PASS
21,3,1,4,8,1,3,4,309,309,3,PASS,PASS,PASS
21,3,1,5,8,1,4,4,384,384,4,PASS,PASS,PASS
21,3,1,6,8,1,5,4,459,459,4,PASS,PASS,PASS
21,3,1,7,8,1,6,4,534,534,4,PASS,PASS,PASS
21,3,1,8,8,1,7,4,609,609,4,PASS,PASS,PASS
21,3,1,9,8,1,8,4,684,684,4,PASS,PASS,PASS
21,3,1,10,8,1,9,4,759,759,4,PASS,PASS,PASS
21,3,1,11,8,1,10,4,834,834,4,PASS,PASS,PASS
21,3,1,12,8,1,11,4,909,909,4,PASS,PASS,PASS
21,3,1,13,8,1,12,4,984,984,4,PASS,PASS,PASS
21,3,1,14,8,1,13,4,1059,1059,4,PASS,PASS,PASS
21,3,1,15,8,1,14,4,1134,1134,4,PASS,PASS,PASS
21,3,1,16,8,1,15,4,1209,1209,4,PASS,PASS,PASS
21,3,1,17,8,1,16,4,1284,1284,4,PASS,PASS,PASS
21,3,1,18,8,1,17,4,1359,1359,4,PASS,PASS,PASS
21,3,1,19,8,1,18,4,1434,1434,4,PASS,PASS,PASS
21,3,1,20,8,1,19,4,1509,1509,4,PASS,PASS,PASS
21,3,1,21,8,1,20,4,1584,1584,4,PASS,PASS,PASS
21,3,1,22,8,1,21,4,1659,1659,4,PASS,PASS,PASS
21,3,1,23,8,1,22,4,1734,1734,4,PASS,PASS,PASS
21,3,1,24,8,1,23,4,1809,1809,4,PASS,PASS,PASS
21,3,2,4,16,1,3,5,393,393,3,PASS,PASS,PASS
21,3,2,4,16,2,2,8,426,426,2,PASS,PASS,PASS
21,3,2,5,32,1,4,5,489,489,4,PASS,PASS,PASS
21,3,2,5,32,2,3,8,522,522,3,PASS,PASS,PASS
21,3,2,6,32,1,5,5,585,585,4,PASS,PASS,PASS
21,3,2,6,32,2,4,8,618,618,4,PASS,PASS,PASS
21,3,2,7,32,1,6,5,681,681,4,PASS,PASS,PASS
21,3,2,7,32,2,5,8,714,714,4,PASS,PASS,PASS
21,3,2,8,32,1,7,5,777,777,4,PASS,PASS,PASS
21,3,2,8,32,2,6,8,810,810,4,PASS,PASS,PASS
21,3,2,9,32,1,8,5,873,873,4,PASS,PASS,PASS
21,3,2,9,32,2,7,8,906,906,4,PASS,PASS,PASS
21,3,2,10,32,1,9,5,969,969,4,PASS,PASS,PASS
21,3,2,10,32,2,8,8,1002,1002,4,PASS,PASS,PASS
21,3,2,11,32,1,10,5,1065,1065,4,PASS,PASS,PASS
21,3,2,11,32,2,9,8,1098,1098,4,PASS,PASS,PASS
21,3,2,12,32,1,11,5,1161,1161,4,PASS,PASS,PASS
21,3,2,12,32,2,10,8,1194,1194,4,PASS,PASS,PASS
21,3,2,13,32,1,12,5,1257,1257,4,PASS,PASS,PASS
21,3,2,13,32,2,11,8,1290,1290,4,PASS,PASS,PASS
21,3,2,14,32,1,13,5,1353,1353,4,PASS,PASS,PASS
21,3,2,14,32,2,12,8,1386,1386,4,PASS,PASS,PASS
21,3,2,15,32,1,14,5,1449,1449,4,PASS,PASS,PASS
21,3,2,15,32,2,13,8,1482,1482,4,PASS,PASS,PASS
21,3,2,16,32,1,15,5,1545,1545,4,PASS,PASS,PASS
21,3,2,16,32,2,14,8,1578,1578,4,PASS,PASS,PASS
21,3,2,17,32,1,16,5,1641,1641,4,PASS,PASS,PASS
21,3,2,17,32,2,15,8,1674,1674,4,PASS,PASS,PASS
21,3,2,18,32,1,17,5,1737,1737,4,PASS,PASS,PASS
21,3,2,18,32,2,16,8,1770,1770,4,PASS,PASS,PASS
21,3,2,19,32,1,18,5,1833,1833,4,PASS,PASS,PASS
21,3,2,19,32,2,17,8,1866,1866,4,PASS,PASS,PASS
21,3,2,20,32,1,19,5,1929,1929,4,PASS,PASS,PASS
21,3,2,20,32,2,18,8,1962,1962,4,PASS,PASS,PASS
21,3,2,21,32,1,20,5,2025,2025,4,PASS,PASS,PASS
21,3,2,21,32,2,19,8,2058,2058,4,PASS,PASS,PASS
21,3,2,22,32,1,21,5,2121,2121,4,PASS,PASS,PASS
21,3,2,22,32,2,20,8,2154,2154,4,PASS,PASS,PASS
21,3,2,23,32,1,22,5,2217,2217,4,PASS,PASS,PASS
21,3,2,23,32,2,21,8,2250,2250,4,PASS,PASS,PASS
21,3,2,24,32,1,23,5,2313,2313,4,PASS,PASS,PASS
21,3,2,24,32,2,22,8,2346,2346,4,PASS,PASS,PASS
21,3,3,4,32,1,3,6,477,477,3,PASS,PASS,PASS
21,3,3,4,32,2,2,9,513,513,2,PASS,PASS,PASS
21,3,3,4,32,3,1,12,567,567,1,PASS,PASS,PASS
21,3,3,5,32,1,4,6,594,594,4,PASS,PASS,PASS
21,3,3,5,32,2,3,9,630,630,3,PASS,PASS,PASS
21,3,3,5,32,3,2,12,684,684,2,PASS,PASS,PASS
21,3,3,6,32,1,5,6,711,711,4,PASS,PASS,PASS
21,3,3,6,32,2,4,9,747,747,4,PASS,PASS,PASS
21,3,3,6,32,3,3,12,801,801,3,PASS,PASS,PASS
21,3,3,7,32,1,6,6,828,828,4,PASS,PASS,PASS
21,3,3,7,32,2,5,9,864,864,4,PASS,PASS,PASS
21,3,3,7,32,3,4,12,918,918,4,PASS,PASS,PASS
21,3,3,8,32,1,7,6,945,945,4,PASS,PASS,PASS
21,3,3,8,32,2,6,9,981,981,4,PASS,PASS,PASS
21,3,3,8,32,3,5,12,1035,1035,4,PASS,PASS,PASS
21,3,3,9,32,1,8,6,1062,1062,4,PASS,PASS,PASS
21,3,3,9,32,2,7,9,1098,1098,4,PASS,PASS,PASS
21,3,3,9,32,3,6,12,1152,1152,4,PASS,PASS,PASS
21,3,3,10,32,1,9,6,1179,1179,4,PASS,PASS,PASS
21,3,3,10,32,2,8,9,1215,1215,4,PASS,PASS,PASS
21,3,3,10,32,3,7,12,1269,1269,4,PASS,PASS,PASS
21,3,3,11,32,1,10,6,1296,1296,4,PASS,PASS,PASS
21,3,3,11,32,2,9,9,1332,1332,4,PASS,PASS,PASS
21,3,3,11,32,3,8,12,1386,1386,4,PASS,PASS,PASS
21,3,3,12,32,1,11,6,1413,1413,4,PASS,PASS,PASS
21,3,3,12,32,2,10,9,1449,1449,4,PASS,PASS,PASS
21,3,3,12,32,3,9,12,1503,1503,4,PASS,PASS,PASS
21,3,3,13,32,1,12,6,1530,1530,4,PASS,PASS,PASS
21,3,3,13,32,2,11,9,1566,1566,4,PASS,PASS,PASS
21,3,3,13,32,3,10,12,1620,1620,4,PASS,PASS,PASS
21,3,3,14,32,1,13,6,1647,1647,4,PASS,PASS,PASS
21,3,3,14,32,2,12,9,1683,1683,4,PASS,PASS,PASS
21,3,3,14,32,3,11,12,1737,1737,4,PASS,PASS,PASS
21,3,3,15,32,1,14,6,1764,1764,4,PASS,PASS,PASS
21,3,3,15,32,2,13,9,1800,1800,4,PASS,PASS,PASS
21,3,3,15,32,3,12,12,1854,1854,4,PASS,PASS,PASS
21,3,3,16,32,1,15,6,1881,1881,4,PASS,PASS,PASS
21,3,3,16,32,2,14,9,1917,1917,4,PASS,PASS,PASS
21,3,3,16,32,3,13,12,1971,1971,4,PASS,PASS,PASS
21,3,3,17,32,1,16,6,1998,1998,4,PASS,PASS,PASS
21,3,3,17,32,2,15,9,2034,2034,4,PASS,PASS,PASS
21,3,3,17,32,3,14,12,2088,2088,4,PASS,PASS,PASS
21,3,3,18,32,1,17,6,2115,2115,4,PASS,PASS,PASS
21,3,3,18,32,2,16,9,2151,2151,4,PASS,PASS,PASS
21,3,3,18,32,3,15,12,2205,2205,4,PASS,PASS,PASS
21,3,3,19,32,1,18,6,2232,2232,4,PASS,PASS,PASS
21,3,3,19,32,2,17,9,2268,2268,4,PASS,PASS,PASS
21,3,3,19,32,3,16,12,2322,2322,4,PASS,PASS,PASS
21,3,3,20,32,1,19,6,2349,2349,4,PASS,PASS,PASS
21,3,3,20,32,2,18,9,2385,2385,4,PASS,PASS,PASS
21,3,3,20,32,3,17,12,2439,2439,4,PASS,PASS,PASS
21,3,3,21,32,1,20,6,2466,2466,4,PASS,PASS,PASS
21,3,3,21,32,2,19,9,2502,2502,4,PASS,PASS,PASS
21,3,3,21,32,3,18,12,2556,2556,4,PASS,PASS,PASS
21,3,3,22,32,1,21,6,2583,2583,4,PASS,PASS,PASS
21,3,3,22,32,2,20,9,2619,2619,4,PASS,PASS,PASS
21,3,3,22,32,3,19,12,2673,2673,4,PASS,PASS,PASS
21,3,3,23,32,1,22,6,2700,2700,4,PASS,PASS,PASS
21,3,3,23,32,2,21,9,2736,2736,4,PASS,PASS,PASS
21,3,3,23,32,3,20,12,2790,2790,4,PASS,PASS,PASS
21,3,3,24,32,1,23,6,2817,2817,4,PASS,PASS,PASS
21,3,3,24,32,2,22,9,2853,2853,4,PASS,PASS,PASS
21,3,3,24,32,3,21,12,2907,2907,4,PASS,PASS,PASS
22,1,1,4,8,1,3,2,173,173,3,PASS,PASS,PASS
22,1,1,5,8,1,4,2,216,216,4,PASS,PASS,PASS
22,1,1,6,8,1,5,2,259,259,4,PASS,PASS,PASS
22,1,1,7,8,1,6,2,302,302,4,PASS,PASS,PASS
22,1,1,8,8,1,7,2,345,345,4,PASS,PASS,PASS
22,1,1,9,8,1,8,2,388,388,4,PASS,PASS,PASS
22,1,1,10,8,1,9,2,431,431,4,PASS,PASS,PASS
22,1,1,11,8,1,10,2,474,474,4,PASS,PASS,PASS
22,1,1,12,8,1,11,2,517,517,4,PASS,PASS,PASS
22,1,1,13,8,1,12,2,560,560,4,PASS,PASS,PASS
22,1,1,14,8,1,13,2,603,603,4,PASS,PASS,PASS
22,1,1,15,8,1,14,2,646,646,4,PASS,PASS,PASS
22,1,1,16,8,1,15,2,689,689,4,PASS,PASS,PASS
22,1,1,17,8,1,16,2,732,732,4,PASS,PASS,PASS
22,1,1,18,8,1,17,2,775,775,4,PASS,PASS,PASS
22,1,1,19,8,1,18,2,818,818,4,PASS,PASS,PASS
22,1,1,20,8,1,19,2,861,861,4,PASS,PASS,PASS
22,1,1,21,8,1,20,2,904,904,4,PASS,PASS,PASS
22,1,1,22,8,1,21,2,947,947,4,PASS,PASS,PASS
22,1,1,23,8,1,22,2,990,990,4,PASS,PASS,PASS
22,1,1,24,8,1,23,2,1033,1033,4,PASS,PASS,PASS
22,1,2,4,8,1,3,3,261,261,3,PASS,PASS,PASS
22,1,2,4,8,2,2,4,266,266,2,PASS,PASS,PASS
22,1,2,5,8,1,4,3,326,326,4,PASS,PASS,PASS
22,1,2,5,8,2,3,4,331,331,3,PASS,PASS,PASS
22,1,2,6,8,1,5,3,391,391,4,PASS,PASS,PASS
22,1,2,6,8,2,4,4,396,396,4,PASS,PASS,PASS
22,1,2,7,16,1,6,3,456,456,4,PASS,PASS,PASS
22,1,2,7,16,2,5,4,461,461,4,PASS,PASS,PASS
22,1,2,8,16,1,7,3,521,521,4,PASS,PASS,PASS
22,1,2,8,16,2,6,4,526,526,4,PASS,PASS,PASS
22,1,2,9,16,1,8,3,586,586,4,PASS,PASS,PASS
22,1,2,9,16,2,7,4,591,591,4,PASS,PASS,PASS
22,1,2,10,16,1,9,3,651,651,4,PASS,PASS,PASS
22,1,2,10,16,2,8,4,656,656,4,PASS,PASS,PASS
22,1,2,11,16,1,10,3,716,716,4,PASS,PASS,PASS
22,1,2,11,16,2,9,4,721,721,4,PASS,PASS,PASS
22,1,2,12,16,1,11,3,781,781,4,PASS,PASS,PASS
22,1,2,12,16,2,10,4,786,786,4,PASS,PASS,PASS
22,1,2,13,16,1,12,3,846,846,4,PASS,PASS,PASS
22,1,2,13,16,2,11,4,851,851,4,PASS,PASS,PASS
22,1,2,14,16,1,13,3,911,911,4,PASS,PASS,PASS
22,1,2,14,16,2,12,4,916,916,4,PASS,PASS,PASS
22,1,2,15,16,1,14,3,976,976,4,PASS,PASS,PASS
22,1,2,15,16,2,13,4,981,981,4,PASS,PASS,PASS
22,1,2,16,16,1,15,3,1041,1041,4,PASS,PASS,PASS
22,1,2,16,16,2,14,4,1046,1046,4,PASS,PASS,PASS
22,1,2,17,16,1,16,3,1106,1106,4,PASS,PASS,PASS
22,1,2,17,16,2,15,4,1111,1111,4,PASS,PASS,PASS
22,1,2,18,16,1,17,3,1171,1171,4,PASS,PASS,PASS
22,1,2,18,16,2,16,4,1176,1176,4,PASS,PASS,PASS
22,1,2,19,16,1,18,3,1236,1236,4,PASS,PASS,PASS
22,1,2,19,16,2,17,4,1241,1241,4,PASS,PASS,PASS
22,1,2,20,16,1,19,3,1301,1301,4,PASS,PASS,PASS
22,1,2,20,16,2,18,4,1306,1306,4,PASS,PASS,PASS
22,1,2,21,16,1,20,3,1366,1366,4,PASS,PASS,PASS
22,1,2,21,16,2,19,4,1371,1371,4,PASS,PASS,PASS
22,1,2,22,16,1,21,3,1431,1431,4,PASS,PASS,PASS
22,1,2,22,16,2,20,4,1436,1436,4,PASS,PASS,PASS
22,1,2,23,16,1,22,3,1496,1496,4,PASS,PASS,PASS
22,1,2,23,16,2,21,4,1501,1501,4,PASS,PASS,PASS
22,1,2,24,16,1,23,3,1561,1561,4,PASS,PASS,PASS
22,1,2,24,16,2,22,4,1566,1566,4,PASS,PASS,PASS
22,1,3,4,16,1,3,4,349,349,3,PASS,PASS,PASS
22,1,3,4,16,2,2,5,355,355,2,PASS,PASS,PASS
22,1,3,4,16,3,1,6,363,363,1,PASS,PASS,PASS
22,1,3,5,16,1,4,4,436,436,4,PASS,PASS,PASS
22,1,3,5,16,2,3,5,442,442,3,PASS,PASS,PASS
22,1,3,5,16,3,2,6,450,450,2,PASS,PASS,PASS
22,1,3,6,32,1,5,4,523,523,4,PASS,PASS,PASS
22,1,3,6,32,2,4,5,529,529,4,PASS,PASS,PASS
22,1,3,6,32,3,3,6,537,537,3,PASS,PASS,PASS
22,1,3,7,32,1,6,4,610,610,4,PASS,PASS,PASS
22,1,3,7,32,2,5,5,616,616,4,PASS,PASS,PASS
22,1,3,7,32,3,4,6,624,624,4,PASS,PASS,PASS
22,1,3,8,32,1,7,4,697,697,4,PASS,PASS,PASS
22,1,3,8,32,2,6,5,703,703,4,PASS,PASS,PASS
22,1,3,8,32,3,5,6,711,711,4,PASS,PASS,PASS
22,1,3,9,32,1,8,4,784,784,4,PASS,PASS,PASS
22,1,3,9,32,2,7,5,790,790,4,PASS,PASS,PASS
22,1,3,9,32,3,6,6,798,798,4,PASS,PASS,PASS
22,1,3,10,32,1,9,4,871,871,4,PASS,PASS,PASS
22,1,3,10,32,2,8,5,877,877,4,PASS,PASS,PASS
22,1,3,10,32,3,7,6,885,885,4,PASS,PASS,PASS
22,1,3,11,32,1,10,4,958,958,4,PASS,PASS,PASS
22,1,3,11,32,2,9,5,964,964,4,PASS,PASS,PASS
22,1,3,11,32,3,8,6,972,972,4,PASS,PASS,PASS
22,1,3,12,32,1,11,4,1045,1045,4,PASS,PASS,PASS
22,1,3,12,32,2,10,5,1051,1051,4,PASS,PASS,PASS
22,1,3,12,32,3,9,6,1059,1059,4,PASS,PASS,PASS
22,1,3,13,32,1,12,4,1132,1132,4,PASS,PASS,PASS
22,1,3,13,32,2,11,5,1138,1138,4,PASS,PASS,PASS
22,1,3,13,32,3,10,6,1146,1146,4,PASS,PASS,PASS
22,1,3,14,32,1,13,4,1219,1219,4,PASS,PASS,PASS
22,1,3,14,32,2,12,5,1225,1225,4,PASS,PASS,PASS
22,1,3,14,32,3,11,6,1233,1233,4,PASS,PASS,PASS
22,1,3,15,32,1,14,4,1306,1306,4,PASS,PASS,PASS
22,1,3,15,32,2,13,5,1312,1312,4,PASS,PASS,PASS
22,1,3,15,32,3,12,6,1320,1320,4,PASS,PASS,PASS
22,1,3,16,32,1,15,4,1393,1393,4,PASS,PASS,PASS
22,1,3,16,32,2,14,5,1399,1399,4,PASS,PASS,PASS
22,1,3,16,32,3,13,6,1407,1407,4,PASS,PASS,PASS
22,1,3,17,32,1,16,4,1480,1480,4,PASS,PASS,PASS
22,1,3,17,32,2,15,5,1486,1486,4,PASS,PASS,PASS
22,1,3,17,32,3,14,6,1494,1494,4,PASS,PASS,PASS
22,1,3,18,32,1,17,4,1567,1567,4,PASS,PASS,PASS
22,1,3,18,32,2,16,5,1573,1573,4,PASS,PASS,PASS
22,1,3,18,32,3,15,6,1581,1581,4,PASS,PASS,PASS
22,1,3,19,32,1,18,4,1654,1654,4,PASS,PASS,PASS
22,1,3,19,32,2,17,5,1660,1660,4,PASS,PASS,PASS
22,1,3,19,32,3,16,6,1668,1668,4,PASS,PASS,PASS
22,1,3,20,32,1,19,4,1741,1741,4,PASS,PASS,PASS
22,1,3,20,32,2,18,5,1747,1747,4,PASS,PASS,PASS
22,1,3,20,32,3,17,6,1755,1755,4,PASS,PASS,PASS
22,1,3,21,32,1,20,4,1828,1828,4,PASS,PASS,PASS
22,1,3,21,32,2,19,5,1834,1834,4,PASS,PASS,PASS
22,1,3,21,32,3,18,6,1842,1842,4,PASS,PASS,PASS
22,1,3,22,32,1,21,4,1915,1915,4,PASS,PASS,PASS
22,1,3,22,32,2,20,5,1921,1921,4,PASS,PASS,PASS
22,1,3,22,32,3,19,6,1929,1929,4,PASS,PASS,PASS
22,1,3,23,32,1,22,4,2002,2002,4,PASS,PASS,PASS
22,1,3,23,32,2,21,5,2008,2008,4,PASS,PASS,PASS
22,1,3,23,32,3,20,6,2016,2016,4,PASS,PASS,PASS
22,1,3,24,32,1,23,4,2089,2089,4,PASS,PASS,PASS
22,1,3,24,32,2,22,5,2095,2095,4,PASS,PASS,PASS
22,1,3,24,32,3,21,6,2103,2103,4,PASS,PASS,PASS
22,2,1,4,8,1,3,3,252,252,3,PASS,PASS,PASS
22,2,1,5,8,1,4,3,314,314,4,PASS,PASS,PASS
22,2,1,6,8,1,5,3,376,376,4,PASS,PASS,PASS
22,2,1,7,8,1,6,3,438,438,4,PASS,PASS,PASS
22,2,1,8,8,1,7,3,500,500,4,PASS,PASS,PASS
22,2,1,9,8,1,8,3,562,562,4,PASS,PASS,PASS
22,2,1,10,8,1,9,3,624,624,4,PASS,PASS,PASS
22,2,1,11,8,1,10,3,686,686,4,PASS,PASS,PASS
22,2,1,12,8,1,11,3,748,748,4,PASS,PASS,PASS
22,2,1,13,8,1,12,3,810,810,4,PASS,PASS,PASS
22,2,1,14,8,1,13,3,872,872,4,PASS,PASS,PASS
22,2,1,15,8,1,14,3,934,934,4,PASS,PASS,PASS
22,2,1,16,8,1,15,3,996,996,4,PASS,PASS,PASS
22,2,1,17,8,1,16,3,1058,1058,4,PASS,PASS,PASS
22,2,1,18,8,1,17,3,1120,1120,4,PASS,PASS,PASS
22,2,1,19,8,1,18,3,1182,1182,4,PASS,PASS,PASS
22,2,1,20,8,1,19,3,1244,1244,4,PASS,PASS,PASS
22,2,1,21,8,1,20,3,1306,1306,4,PASS,PASS,PASS
22,2,1,22,8,1,21,3,1368,1368,4,PASS,PASS,PASS
22,2,1,23,8,1,22,3,1430,1430,4,PASS,PASS,PASS
22,2,1,24,8,1,23,3,1492,1492,4,PASS,PASS,PASS
22,2,2,4,8,1,3,4,340,340,3,PASS,PASS,PASS
22,2,2,4,8,2,2,6,356,356,2,PASS,PASS,PASS
22,2,2,5,16,1,4,4,424,424,4,PASS,PASS,PASS
22,2,2,5,16,2,3,6,440,440,3,PASS,PASS,PASS
22,2,2,6,16,1,5,4,508,508,4,PASS,PASS,PASS
22,2,2,6,16,2,4,6,524,524,4,PASS,PASS,PASS
22,2,2,7,16,1,6,4,592,592,4,PASS,PASS,PASS
22,2,2,7,16,2,5,6,608,608,4,PASS,PASS,PASS
22,2,2,8,16,1,7,4,676,676,4,PASS,PASS,PASS
22,2,2,8,16,2,6,6,692,692,4,PASS,PASS,PASS
22,2,2,9,16,1,8,4,760,760,4,PASS,PASS,PASS
22,2,2,9,16,2,7,6,776,776,4,PASS,PASS,PASS
22,2,2,10,16,1,9,4,844,844,4,PASS,PASS,PASS
22,2,2,10,16,2,8,6,860,860,4,PASS,PASS,PASS
22,2,2,11,16,1,10,4,928,928,4,PASS,PASS,PASS
22,2,2,11,16,2,9,6,944,944,4,PASS,PASS,PASS
